seed,scenario_id,scenario_name,method,success,terminal_error,min_dist,control_energy,arrival_time,steps,alpha_mean,alpha_std,alpha_response,regime_mean,residual_mean,accepted,rejected,protocol_version
502,5,FW5 terrain switch,rls,1,0.3717782300264434,0.7708944034656797,10.576372288997192,8.8,88,,,,,,0,0,fw-protocol-v1
502,5,FW5 terrain switch,sindy,1,0.21953582292730014,0.7595755980775636,10.568668374914374,8.8,88,0.020995710771080076,0.014528354255542523,-0.017697520461257832,1.6739049170122207,0.004266210649455386,1,13,fw-protocol-v1
502,5,FW5 terrain switch,standard,1,0.21953582292730014,0.7595755980775636,10.568668374914374,8.8,88,,,,,,0,0,fw-protocol-v1
503,1,FW1 dry grass,rls,1,0.3759702903636548,0.9038586764736182,9.464131463488831,7.9,79,,,,,,0,0,fw-protocol-v1
503,1,FW1 dry grass,sindy,1,0.2187016673464884,0.9038586764736182,9.464131463488831,7.9,79,0.03635822717267508,0.021175083893418514,-0.03574394540181708,0.9628264871647577,0.004624522728264217,1,11,fw-protocol-v1
503,1,FW1 dry grass,standard,1,0.2187016673464884,0.9038586764736182,9.464131463488831,7.9,79,,,,,,0,0,fw-protocol-v1
503,2,FW2 wet grass,rls,1,0.37588036552171883,0.7006066479215838,10.395705030373666,8.700000000000001,87,,,,,,0,0,fw-protocol-v1
503,2,FW2 wet grass,sindy,1,0.23169516472583823,0.7103130918186672,10.39666068222543,8.700000000000001,87,0.05115853517506779,0.013423057185701491,-0.02099226605179081,0.4895536033338446,0.005875866795100556,1,13,fw-protocol-v1
503,2,FW2 wet grass,standard,1,0.2076165170863276,0.6806590648775855,10.391716867381945,8.8,88,,,,,,0,0,fw-protocol-v1
503,3,FW3 soft soil,rls,0,0.34988089812347223,0.4079266748028133,11.278913525945672,,101,,,,,,0,0,fw-protocol-v1
503,3,FW3 soft soil,sindy,0,0.22040042086855655,0.4143894315604016,11.293905933134333,,101,0.020543254525416114,0.01226643468137329,-0.0199086622926649,1.6471850480489343,0.005757331445593468,1,15,fw-protocol-v1
503,3,FW3 soft soil,standard,0,0.2366889013596927,0.3841330026814739,11.224076718875734,,101,,,,,,0,0,fw-protocol-v1
503,4,FW4 asymmetric mud,rls,1,0.36368227822154764,2.437917039981668,13.629787060458126,10.700000000000001,107,,,,,,0,0,fw-protocol-v1
503,4,FW4 asymmetric mud,sindy,1,0.238816378280927,2.3487690941921775,13.690656768172255,10.8,108,0.010126754966955049,0.01426305984196881,-0.020709473148845556,2.7459233397735696,0.00925647838434961,1,17,fw-protocol-v1
503,4,FW4 asymmetric mud,standard,1,0.24707553200422594,2.327598834282366,13.687015594012378,10.8,108,,,,,,0,0,fw-protocol-v1
503,5,FW5 terrain switch,rls,1,0.36697884758468446,0.7630867650343043,10.564044434005703,8.8,88,,,,,,0,0,fw-protocol-v1
503,5,FW5 terrain switch,sindy,1,0.2186808851181853,0.7840102382717915,10.577726089551698,8.8,88,0.09017415923110032,0.005721085967044825,-0.006140998380390783,0.024767035448838605,0.0068174487025733236,1,13,fw-protocol-v1
503,5,FW5 terrain switch,standard,1,0.21973930114326543,0.7630867650343043,10.564044434005703,8.8,88,,,,,,0,0,fw-protocol-v1
504,1,FW1 dry grass,rls,1,0.37815080728882955,0.9020634128677547,9.469362689671206,7.9,79,,,,,,0,0,fw-protocol-v1
504,1,FW1 dry grass,sindy,1,0.2218087925530553,0.911108989023637,9.47166856212289,7.9,79,0.1694746222670685,0.06403211999922358,-0.06114289816150634,0.10944307454094898,0.0027042904109959285,7,5,fw-protocol-v1
504,1,FW1 dry grass,standard,1,0.22077815712181123,0.9020634128677547,9.469362689671206,7.9,79,,,,,,0,0,fw-protocol-v1
504,2,FW2 wet grass,rls,1,0.37964243398966985,0.6986525749332483,10.3858845657553,8.700000000000001,87,,,,,,0,0,fw-protocol-v1
504,2,FW2 wet grass,sindy,1,0.23194259650461196,0.7189051735449747,10.40710228795159,8.700000000000001,87,0.07603153781674532,0.022129396472330053,-0.033277549599752355,0.2237820473437281,0.008011784920831109,1,13,fw-protocol-v1
504,2,FW2 wet grass,standard,1,0.20559516832758307,0.6785198751967497,10.397602198885517,8.8,88,,,,,,0,0,fw-protocol-v1
504,3,FW3 soft soil,rls,0,0.3691105888510092,0.39659541057933784,11.240773125920434,,101,,,,,,0,0,fw-protocol-v1
504,3,FW3 soft soil,sindy,1,0.23853702550426756,0.4765576451724317,11.605888325838519,9.700000000000001,97,0.07563019087185206,0.021749355125080343,-0.04064465450386997,0.17648262622509786,0.009077605743250013,1,15,fw-protocol-v1
504,3,FW3 soft soil,standard,0,0.2404253469151682,0.3801075766113337,11.208418023909445,,101,,,,,,0,0,fw-protocol-v1
504,4,FW4 asymmetric mud,rls,1,0.3663495699654836,2.4417663525243145,13.649849058847417,10.700000000000001,107,,,,,,0,0,fw-protocol-v1
504,4,FW4 asymmetric mud,sindy,1,0.24700114228187886,2.4310571094907263,13.638439456497707,10.700000000000001,107,0.06482733433195541,0.02313352882700978,-0.048635422753446976,0.4608249292680754,0.011008065249024448,1,17,fw-protocol-v1
504,4,FW4 asymmetric mud,standard,1,0.24944649500028274,2.331440439005998,13.69291408422778,10.8,108,,,,,,0,0,fw-protocol-v1
504,5,FW5 terrain switch,rls,1,0.37163569726779905,0.7663091391661211,10.564667031156034,8.8,88,,,,,,0,0,fw-protocol-v1
504,5,FW5 terrain switch,sindy,1,0.21807829620044777,0.7551083674160098,10.567691645288868,8.8,88,0.1252993388702454,0.04517967181985687,-0.04698917369962892,0.2671979582343794,0.006409695343275792,3,11,fw-protocol-v1
504,5,FW5 terrain switch,standard,1,0.21807829620044777,0.7551083674160098,10.567691645288868,8.8,88,,,,,,0,0,fw-protocol-v1
505,1,FW1 dry grass,rls,1,0.3751590565397108,0.9015837433030931,9.466459698847208,7.9,79,,,,,,0,0,fw-protocol-v1
505,1,FW1 dry grass,sindy,1,0.21852309836827993,0.9082860804811193,9.468297375615652,7.9,79,0.2678695113968863,0.07324290532156774,0.12788246147849885,0.0,0.0028868652286842757,7,5,fw-protocol-v1
505,1,FW1 dry grass,standard,1,0.21742909016173181,0.9015837433030931,9.466459698847208,7.9,79,,,,,,0,0,fw-protocol-v1
505,2,FW2 wet grass,rls,1,0.3780825153759366,0.6866022949025035,10.37804293865471,8.700000000000001,87,,,,,,0,0,fw-protocol-v1
505,2,FW2 wet grass,sindy,1,0.2214088405399322,0.7276273107892114,10.467124256562668,8.700000000000001,87,0.23580281362426275,0.07414072186390902,0.13482875833899172,0.014097014837575143,0.005225370509672704,6,8,fw-protocol-v1
505,2,FW2 wet grass,standard,1,0.20672853505489946,0.6771468915195397,10.391367873078483,8.8,88,,,,,,0,0,fw-protocol-v1
505,3,FW3 soft soil,rls,0,0.3510557376721066,0.4054548170657288,11.281092640556826,,101,,,,,,0,0,fw-protocol-v1
505,3,FW3 soft soil,sindy,1,0.23352108440634367,0.4817631715888487,11.60767864736921,9.700000000000001,97,0.08213353375705425,0.02200425184647511,-0.026816946886479266,0.1474439855644629,0.006124774342120903,1,15,fw-protocol-v1
505,3,FW3 soft soil,standard,0,0.23476142122713958,0.3813949147327715,11.228295291938066,,101,,,,,,0,0,fw-protocol-v1
505,4,FW4 asymmetric mud,rls,1,0.36227490911864146,2.4417837684690635,13.628942071403259,10.700000000000001,107,,,,,,0,0,fw-protocol-v1
505,4,FW4 asymmetric mud,sindy,1,0.24288204931493665,2.431016969635974,13.627650367264145,10.700000000000001,107,0.08658616712906941,0.013303308488319758,-0.019872047211903,0.061203450810539455,0.006198549479901838,1,17,fw-protocol-v1
505,4,FW4 asymmetric mud,standard,1,0.24692285415910128,2.332374658271238,13.69063297178717,10.8,108,,,,,,0,0,fw-protocol-v1
505,5,FW5 terrain switch,rls,1,0.36990776940850995,0.7717321093678918,10.560067040183766,8.8,88,,,,,,0,0,fw-protocol-v1
505,5,FW5 terrain switch,sindy,1,0.21889668176639063,0.7605375734906548,10.562977119094235,8.8,88,0.0823858052655042,0.025566564009345344,-0.03439471219367634,0.1876405500225471,0.005909871481863157,1,13,fw-protocol-v1
505,5,FW5 terrain switch,standard,1,0.21889668176639063,0.7605375734906548,10.562977119094235,8.8,88,,,,,,0,0,fw-protocol-v1
506,1,FW1 dry grass,rls,1,0.37661604235008495,0.9041833450572514,9.466566294193907,7.9,79,,,,,,0,0,fw-protocol-v1
506,1,FW1 dry grass,sindy,1,0.19225547125937556,0.9417486443507186,9.48579774971704,8.0,80,0.05726915756284374,0.024336335483178352,-0.01924997349697806,0.42469252406690694,0.010572430631837895,1,11,fw-protocol-v1
506,1,FW1 dry grass,standard,1,0.2194490623495228,0.9041833450572514,9.466566294193907,7.9,79,,,,,,0,0,fw-protocol-v1
506,2,FW2 wet grass,rls,1,0.37973255020459784,0.6986401975013592,10.39107674040329,8.700000000000001,87,,,,,,0,0,fw-protocol-v1
506,2,FW2 wet grass,sindy,1,0.21671529144136034,0.6418480412964788,10.44286013260962,8.8,88,0.011427601042248405,0.014225395628274089,-0.004982123877480905,2.0537385236702788,0.0323989456645165,1,13,fw-protocol-v1
506,2,FW2 wet grass,standard,1,0.20709980094384745,0.6781998713318536,10.395079337311653,8.8,88,,,,,,0,0,fw-protocol-v1
506,3,FW3 soft soil,rls,0,0.3633309537089479,0.4026057048408324,11.235437882328121,,101,,,,,,0,0,fw-protocol-v1
506,3,FW3 soft soil,sindy,0,0.22459984870075275,0.36587504621974987,11.283980251566284,,102,0.013073299398273596,0.013883290454869477,0.003960924277584373,1.9221074231379216,0.030266002373096058,1,16,fw-protocol-v1
506,3,FW3 soft soil,standard,0,0.23655241742791386,0.38602850700406244,11.217537641122357,,101,,,,,,0,0,fw-protocol-v1
506,4,FW4 asymmetric mud,rls,1,0.3638651964675906,2.4410368882882354,13.6400996505521,10.700000000000001,107,,,,,,0,0,fw-protocol-v1
506,4,FW4 asymmetric mud,sindy,1,0.24463310580639314,2.430318874520485,13.634719654179362,10.700000000000001,107,0.06020817993770228,0.015876314138606976,-0.036637887180811915,0.39355725702700206,0.007402945378041075,1,17,fw-protocol-v1
506,4,FW4 asymmetric mud,standard,1,0.24876288007542813,2.330920662336815,13.687658027027794,10.8,108,,,,,,0,0,fw-protocol-v1
506,5,FW5 terrain switch,rls,1,0.3696504828245696,0.7611238952474576,10.565582740189976,8.8,88,,,,,,0,0,fw-protocol-v1
506,5,FW5 terrain switch,sindy,1,0.21570251218052233,0.8025296624562719,10.600058172708891,8.8,88,0.08989393860761408,0.003982058480707435,-0.0031677393761705835,0.022686426977602096,0.0071536397626618,1,13,fw-protocol-v1
506,5,FW5 terrain switch,standard,1,0.21917019463667808,0.7611238952474576,10.565582740189976,8.8,88,,,,,,0,0,fw-protocol-v1
507,1,FW1 dry grass,rls,1,0.3743457138486496,0.9011704643871574,9.463090045038442,7.9,79,,,,,,0,0,fw-protocol-v1
507,1,FW1 dry grass,sindy,1,0.21935579884123715,0.9011704643871574,9.463090045038442,7.9,79,0.09511666098679589,0.029199421437808896,-0.023170629038382698,0.5583148005703237,0.0031613494100883647,4,8,fw-protocol-v1
507,1,FW1 dry grass,standard,1,0.21935579884123715,0.9011704643871574,9.463090045038442,7.9,79,,,,,,0,0,fw-protocol-v1
507,2,FW2 wet grass,rls,1,0.3793524273894889,0.6867288560729565,10.385288551436492,8.700000000000001,87,,,,,,0,0,fw-protocol-v1
507,2,FW2 wet grass,sindy,1,0.23289052975818017,0.696400819927737,10.386656296866532,8.700000000000001,87,0.03677565527471096,0.012345913404967442,-0.015561585144471347,0.9458155564400286,0.004606387402246886,1,13,fw-protocol-v1
507,2,FW2 wet grass,standard,1,0.20613412101409936,0.6780008954277604,10.387885773182147,8.8,88,,,,,,0,0,fw-protocol-v1
507,3,FW3 soft soil,rls,0,0.3626189500430321,0.40277225262380073,11.230076382660286,,101,,,,,,0,0,fw-protocol-v1
507,3,FW3 soft soil,sindy,1,0.23297004185002923,0.46721933078399785,11.500432861555442,9.8,98,0.057358904124744085,0.018539826854188826,-0.030859888848783844,0.474118017523555,0.006218573495530964,1,15,fw-protocol-v1
507,3,FW3 soft soil,standard,0,0.23725200012486944,0.3853253164425426,11.202705161868687,,101,,,,,,0,0,fw-protocol-v1
507,4,FW4 asymmetric mud,rls,1,0.36304418359060087,2.4428952387649265,13.6325859792409,10.700000000000001,107,,,,,,0,0,fw-protocol-v1
507,4,FW4 asymmetric mud,sindy,1,0.2445340932449986,2.4321085276330767,13.631346953700373,10.700000000000001,107,0.0694241207802547,0.010532204391342708,-0.011839442822324346,0.2425315276502475,0.005933712074072403,1,17,fw-protocol-v1
507,4,FW4 asymmetric mud,standard,1,0.24760567289213453,2.3319841956583387,13.683967335723384,10.8,108,,,,,,0,0,fw-protocol-v1
507,5,FW5 terrain switch,rls,1,0.36890394558627165,0.7645851499235005,10.560681028093246,8.8,88,,,,,,0,0,fw-protocol-v1
507,5,FW5 terrain switch,sindy,1,0.21858224204321633,0.7645851499235005,10.560681028093246,8.8,88,0.10237255262934664,0.017964699668533066,-0.0016470806244284208,0.5482121917921359,0.0041464790689982964,3,11,fw-protocol-v1
507,5,FW5 terrain switch,standard,1,0.21858224204321633,0.7645851499235005,10.560681028093246,8.8,88,,,,,,0,0,fw-protocol-v1
508,1,FW1 dry grass,rls,1,0.3788090541429412,0.8990224093559178,9.46914420774083,7.9,79,,,,,,0,0,fw-protocol-v1
508,1,FW1 dry grass,sindy,1,0.22076119485864465,0.8990224093559178,9.46914420774083,7.9,79,0.1684382091644999,0.06801728613633677,-0.05206817817536474,0.24012552280660762,0.004842937745467613,3,9,fw-protocol-v1
508,1,FW1 dry grass,standard,1,0.22076119485864465,0.8990224093559178,9.46914420774083,7.9,79,,,,,,0,0,fw-protocol-v1
508,2,FW2 wet grass,rls,1,0.33977221755259224,0.6835665812778426,10.42025638153771,8.8,88,,,,,,0,0,fw-protocol-v1
508,2,FW2 wet grass,sindy,1,0.23092003802933644,0.7139682849138218,10.444998412819174,8.700000000000001,87,0.12970892219232,0.029286960640970385,-0.01555281116804852,0.1145155942989022,0.005130274252354076,2,12,fw-protocol-v1
508,2,FW2 wet grass,standard,1,0.2097430811293027,0.674438217981947,10.400887929825439,8.8,88,,,,,,0,0,fw-protocol-v1
508,3,FW3 soft soil,rls,0,0.36520153090019514,0.3893972651715033,11.243420617127786,,101,,,,,,0,0,fw-protocol-v1
508,3,FW3 soft soil,sindy,1,0.23356566095186196,0.4657710546775128,11.63483122604849,9.700000000000001,97,0.11159422352500707,0.018969635966788342,-0.019132201230286333,0.2427533549806679,0.007339633916730384,2,14,fw-protocol-v1
508,3,FW3 soft soil,standard,0,0.24025643615002687,0.3804596842814115,11.216367262251921,,101,,,,,,0,0,fw-protocol-v1
508,4,FW4 asymmetric mud,rls,1,0.3661120372830321,2.4382086083779977,13.651978404693882,10.700000000000001,107,,,,,,0,0,fw-protocol-v1
508,4,FW4 asymmetric mud,sindy,1,0.24686584353326904,2.427526950854282,13.637009454125526,10.700000000000001,107,0.07185306533814985,0.011539345241040054,-0.0226563747190016,0.18905378084921134,0.009384612244829208,1,17,fw-protocol-v1
508,4,FW4 asymmetric mud,standard,1,0.25093598733012834,2.3291387488596986,13.694663606787572,10.8,108,,,,,,0,0,fw-protocol-v1
508,5,FW5 terrain switch,rls,1,0.37161788709851573,0.759641024128623,10.573327472247879,8.8,88,,,,,,0,0,fw-protocol-v1
508,5,FW5 terrain switch,sindy,1,0.2223797412588277,0.759641024128623,10.573327472247879,8.8,88,0.07414234145648081,0.015744613528425735,-0.034196341501978124,0.15136577168252968,0.004479404103841752,1,13,fw-protocol-v1
508,5,FW5 terrain switch,standard,1,0.2223797412588277,0.759641024128623,10.573327472247879,8.8,88,,,,,,0,0,fw-protocol-v1
